id,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Personality
2450,0.13946678283027714,-0.647481766992276,0.2945865594969173,0.8585368822992296,0.553256082927826,1.0,0.0,1.0,0.0,0
2452,-0.24069026646284564,-0.2624241749836202,0.2945865594969173,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2454,-0.6208473157559684,0.8927486010423473,0.8251756446505486,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
2457,-1.0010043650490912,-1.0325393590009317,0.2945865594969173,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2459,-1.0010043650490912,1.2778061930510032,0.8251756446505486,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
2463,0.13946678283027714,0.8927486010423473,0.2945865594969173,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
2464,1.2799379307096455,-0.2624241749836202,-0.23600252565671395,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2465,-0.6208473157559684,-0.647481766992276,0.2945865594969173,1.3495631126526875,0.9222987165744131,1.0,0.0,1.0,0.0,0
2466,0.13946678283027714,0.12263341702503563,0.2945865594969173,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2468,0.13946678283027714,0.8927486010423473,-0.7665916108103452,-0.1235155784076859,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2472,-0.24069026646284564,0.12263341702503563,1.35576472980418,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2477,-0.6208473157559684,0.5076910090336915,-0.7665916108103452,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2478,-0.6208473157559684,-0.647481766992276,0.2945865594969173,-1.8421073846447882,1.291341350221,1.0,0.0,1.0,0.0,0
2479,0.13946678283027714,0.5076910090336915,1.35576472980418,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2480,-0.24069026646284564,0.12263341702503563,-0.7665916108103452,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
2481,-0.6208473157559684,0.8927486010423473,0.8251756446505486,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
2484,0.5196238321233999,1.2778061930510032,-0.23600252565671395,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
2487,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
2488,-0.6208473157559684,-0.647481766992276,1.35576472980418,-0.1235155784076859,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2490,-0.24069026646284564,-0.647481766992276,0.8251756446505486,1.3495631126526875,0.553256082927826,1.0,0.0,1.0,0.0,0
2492,0.5196238321233999,0.12263341702503563,-0.7665916108103452,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
2493,0.13946678283027714,1.2778061930510032,-0.23600252565671395,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2494,0.13946678283027714,-0.647481766992276,-0.23600252565671395,-0.1235155784076859,1.6603839838675871,1.0,0.0,1.0,0.0,0
2495,-0.6208473157559684,-0.2624241749836202,-0.23600252565671395,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2496,-1.0010043650490912,-0.2624241749836202,0.8251756446505486,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2498,-0.24069026646284564,0.12263341702503563,-0.23600252565671395,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
2499,0.5196238321233999,1.6628637850596588,0.2945865594969173,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2500,-1.0010043650490912,-0.2624241749836202,1.35576472980418,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2501,0.13946678283027714,-0.647481766992276,-0.7665916108103452,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
2504,-1.0010043650490912,0.12263341702503563,1.35576472980418,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
2507,-0.24069026646284564,0.8927486010423473,-0.7665916108103452,-0.6145418087611437,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2508,-1.0010043650490912,-0.647481766992276,0.8251756446505486,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2509,0.5196238321233999,1.2778061930510032,0.8251756446505486,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2511,2.8005661278821368,-2.1877121350268993,-1.8277697811176077,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2512,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2513,0.13946678283027714,1.2778061930510032,1.35576472980418,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2514,3.1807231771752593,-1.8026545430182435,-2.358358866271239,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2516,-1.0010043650490912,0.12263341702503563,1.35576472980418,0.6130237671225007,0.9222987165744131,1.0,0.0,1.0,0.0,0
2517,-0.24069026646284564,1.2778061930510032,0.8251756446505486,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2518,-1.0010043650490912,0.8927486010423473,0.2945865594969173,1.1040499974759586,0.18421344928123892,1.0,0.0,1.0,0.0,0
2520,0.13946678283027714,1.2778061930510032,-0.23600252565671395,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
2521,2.0402520292958912,-2.1877121350268993,-0.7665916108103452,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2523,-0.6208473157559684,0.5076910090336915,0.2945865594969173,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2525,-0.6208473157559684,-1.0325393590009317,0.2945865594969173,0.36751065194577187,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2526,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,1
2527,-0.24069026646284564,0.5076910090336915,1.35576472980418,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
2528,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,0.6130237671225007,1.291341350221,1.0,0.0,1.0,0.0,0
2533,-0.24069026646284564,-0.647481766992276,0.2945865594969173,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2534,0.13946678283027714,0.12263341702503563,0.2945865594969173,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
2535,-0.6208473157559684,0.8927486010423473,-0.7665916108103452,-0.6145418087611437,0.9222987165744131,1.0,0.0,1.0,0.0,0
2536,-0.24069026646284564,1.2778061930510032,1.35576472980418,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2539,0.13946678283027714,-0.647481766992276,-0.7665916108103452,-0.8600549239378725,0.18421344928123892,1.0,0.0,1.0,0.0,0
2540,0.13946678283027714,-0.2624241749836202,1.35576472980418,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2542,-0.24069026646284564,-1.0325393590009317,-0.7665916108103452,-0.8600549239378725,0.9222987165744131,1.0,0.0,1.0,0.0,0
2543,0.8997808814165227,1.2778061930510032,1.35576472980418,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2544,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
2545,-1.0010043650490912,0.5076910090336915,0.2945865594969173,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2546,0.5196238321233999,-1.0325393590009317,0.2945865594969173,-1.8421073846447882,-0.18482918436534815,1.0,0.0,1.0,0.0,1
2550,-0.6208473157559684,-1.0325393590009317,-0.23600252565671395,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2553,2.4204090785890138,-1.4175969510095876,-0.7665916108103452,-1.3510811542913304,-1.6609997189516963,1.0,0.0,0.0,1.0,0
2555,-0.6208473157559684,0.5076910090336915,0.8251756446505486,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
2556,0.13946678283027714,1.2778061930510032,0.8251756446505486,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
2558,-0.6208473157559684,-0.647481766992276,-0.23600252565671395,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,0
2560,0.8997808814165227,-1.4175969510095876,-0.7665916108103452,-1.3510811542913304,-2.0300423525982834,0.0,1.0,0.0,1.0,1
2565,-0.6208473157559684,-0.647481766992276,0.8251756446505486,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
2566,3.1807231771752593,-2.1877121350268993,-1.2971806959639764,-0.8600549239378725,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2567,-0.6208473157559684,-0.647481766992276,0.8251756446505486,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
2570,-1.0010043650490912,-0.2624241749836202,0.2945865594969173,-0.1235155784076859,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2571,0.13946678283027714,-0.2624241749836202,0.8251756446505486,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
2574,0.13946678283027714,-0.647481766992276,-0.23600252565671395,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2576,-1.0010043650490912,0.8927486010423473,-0.23600252565671395,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
2577,-0.24069026646284564,0.12263341702503563,1.35576472980418,0.12199753676904299,0.9222987165744131,1.0,0.0,1.0,0.0,0
2578,-1.0010043650490912,-1.0325393590009317,-0.23600252565671395,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
2579,-0.6208473157559684,1.2778061930510032,0.2945865594969173,0.12199753676904299,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2580,0.5196238321233999,0.5076910090336915,0.8251756446505486,1.5950762278294164,0.553256082927826,1.0,0.0,1.0,0.0,0
2581,-0.6208473157559684,0.8927486010423473,0.8251756446505486,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2582,-0.24069026646284564,-0.647481766992276,-0.7665916108103452,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2583,1.2799379307096455,-1.8026545430182435,-1.8277697811176077,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2584,3.1807231771752593,-0.647481766992276,-2.358358866271239,-1.5965942694680593,-2.0300423525982834,0.0,1.0,0.0,1.0,1
2585,-0.6208473157559684,0.12263341702503563,0.8251756446505486,-0.6145418087611437,1.6603839838675871,1.0,0.0,1.0,0.0,0
2587,0.13946678283027714,0.8927486010423473,-0.23600252565671395,-0.1235155784076859,0.18421344928123892,1.0,0.0,1.0,0.0,0
2588,0.13946678283027714,0.5076910090336915,-0.23600252565671395,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
2591,-0.6208473157559684,0.8927486010423473,0.8251756446505486,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
2593,-1.0010043650490912,0.5076910090336915,-0.23600252565671395,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
2594,-0.6208473157559684,0.8927486010423473,0.8251756446505486,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
2596,-1.0010043650490912,0.5076910090336915,0.8251756446505486,-0.6145418087611437,0.18421344928123892,1.0,0.0,1.0,0.0,0
2602,0.13946678283027714,0.5076910090336915,0.8251756446505486,1.3495631126526875,0.553256082927826,1.0,0.0,1.0,0.0,0
2603,-0.6208473157559684,-0.647481766992276,-0.23600252565671395,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2607,-1.0010043650490912,0.5076910090336915,-0.7665916108103452,0.6130237671225007,1.291341350221,1.0,0.0,1.0,0.0,0
2608,-0.6208473157559684,0.8927486010423473,-0.7665916108103452,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2610,0.13946678283027714,0.12263341702503563,-0.7665916108103452,0.12199753676904299,0.9222987165744131,1.0,0.0,1.0,0.0,0
2611,-1.0010043650490912,0.5076910090336915,-0.23600252565671395,-1.1055680391146014,1.291341350221,1.0,0.0,1.0,0.0,0
2613,2.4204090785890138,-1.4175969510095876,-1.2971806959639764,-1.5965942694680593,-0.9229144516585223,0.0,1.0,0.0,1.0,0
2614,-0.6208473157559684,1.2778061930510032,1.35576472980418,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2616,0.5196238321233999,-0.2624241749836202,-0.7665916108103452,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
2618,-1.0010043650490912,-1.0325393590009317,-0.23600252565671395,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
2620,-0.6208473157559684,0.8927486010423473,0.8251756446505486,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2621,2.4204090785890138,-1.8026545430182435,-0.7665916108103452,-1.8421073846447882,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2623,-1.0010043650490912,0.12263341702503563,0.8251756446505486,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2624,-1.0010043650490912,-0.647481766992276,-0.23600252565671395,0.12199753676904299,1.6603839838675871,1.0,0.0,1.0,0.0,0
2625,-1.0010043650490912,-0.2624241749836202,1.35576472980418,-0.1235155784076859,1.6603839838675871,1.0,0.0,1.0,0.0,0
2631,0.13946678283027714,0.8927486010423473,1.35576472980418,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
2639,-0.24069026646284564,-0.2624241749836202,0.2945865594969173,0.12199753676904299,0.9222987165744131,1.0,0.0,1.0,0.0,0
2640,0.5196238321233999,1.2778061930510032,0.2945865594969173,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
2641,0.5196238321233999,-0.2624241749836202,-0.23600252565671395,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2642,-0.6208473157559684,-0.647481766992276,0.2945865594969173,-1.1055680391146014,1.291341350221,1.0,0.0,1.0,0.0,0
2643,1.6600949800027684,-2.1877121350268993,-1.8277697811176077,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2644,-0.6208473157559684,0.12263341702503563,1.35576472980418,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2645,-0.24069026646284564,0.8927486010423473,-0.23600252565671395,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
2646,-0.24069026646284564,0.5076910090336915,-0.23600252565671395,1.3495631126526875,0.9222987165744131,1.0,0.0,1.0,0.0,0
2648,0.13946678283027714,-0.2624241749836202,0.8251756446505486,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2650,0.13946678283027714,-0.2624241749836202,0.2945865594969173,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2652,0.13946678283027714,1.2778061930510032,0.8251756446505486,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2653,-0.24069026646284564,1.2778061930510032,0.8251756446505486,0.12199753676904299,0.9222987165744131,1.0,0.0,1.0,0.0,1
2656,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2657,0.13946678283027714,0.5076910090336915,0.8251756446505486,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2658,0.8997808814165227,-1.8026545430182435,-1.2971806959639764,-0.8600549239378725,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2659,0.13946678283027714,0.12263341702503563,0.8251756446505486,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2664,-0.24069026646284564,0.12263341702503563,0.2945865594969173,-1.1055680391146014,0.9222987165744131,1.0,0.0,1.0,0.0,0
2666,0.5196238321233999,0.12263341702503563,1.35576472980418,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
2668,-0.6208473157559684,1.6628637850596588,0.8251756446505486,-0.8600549239378725,0.18421344928123892,1.0,0.0,1.0,0.0,0
2670,-0.24069026646284564,0.12263341702503563,-0.23600252565671395,0.36751065194577187,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2671,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
2673,1.6600949800027684,-2.1877121350268993,-1.2971806959639764,-1.1055680391146014,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2674,1.6600949800027684,-1.8026545430182435,-1.2971806959639764,-2.087620499821517,-2.0300423525982834,0.0,1.0,0.0,1.0,1
2675,1.2799379307096455,1.2778061930510032,-1.8277697811176077,-1.8421073846447882,-1.2919570853051094,0.0,1.0,0.0,1.0,0
2676,0.5196238321233999,0.8927486010423473,-0.7665916108103452,0.12199753676904299,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2677,-1.0010043650490912,1.6628637850596588,0.8251756446505486,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
2680,0.13946678283027714,1.2778061930510032,-0.23600252565671395,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2681,-0.24069026646284564,-0.647481766992276,0.8251756446505486,-1.1055680391146014,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2682,0.13946678283027714,-1.8026545430182435,-1.8277697811176077,-1.8421073846447882,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2686,-1.0010043650490912,0.8927486010423473,1.35576472980418,1.3495631126526875,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2687,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,-0.6145418087611437,1.6603839838675871,1.0,0.0,1.0,0.0,0
2688,-0.24069026646284564,1.2778061930510032,1.35576472980418,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2689,-1.0010043650490912,0.8927486010423473,0.8251756446505486,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
2690,-1.0010043650490912,0.5076910090336915,-0.7665916108103452,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
2691,0.13946678283027714,1.2778061930510032,1.35576472980418,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2694,-0.24069026646284564,-0.647481766992276,1.35576472980418,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,1
2695,3.1807231771752593,-1.8026545430182435,-1.8277697811176077,-1.3510811542913304,-2.0300423525982834,0.0,1.0,0.0,1.0,1
2696,-0.6208473157559684,1.2778061930510032,1.35576472980418,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
2697,-1.0010043650490912,-1.0325393590009317,0.8251756446505486,-0.3690286935844148,0.553256082927826,1.0,0.0,1.0,0.0,0
2701,-0.24069026646284564,1.6628637850596588,-0.23600252565671395,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
2702,-0.24069026646284564,0.8927486010423473,0.8251756446505486,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2704,-1.0010043650490912,-0.647481766992276,1.35576472980418,1.5950762278294164,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2705,-0.24069026646284564,-1.0325393590009317,-0.23600252565671395,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
2706,1.2799379307096455,-1.0325393590009317,-2.358358866271239,-0.6145418087611437,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2707,-0.24069026646284564,0.12263341702503563,1.35576472980418,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
2708,-0.24069026646284564,1.2778061930510032,0.8251756446505486,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2711,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,0.36751065194577187,0.9222987165744131,1.0,0.0,1.0,0.0,0
2712,0.5196238321233999,-0.647481766992276,-1.2971806959639764,-0.8600549239378725,-1.2919570853051094,0.0,1.0,0.0,1.0,0
2714,-1.0010043650490912,0.5076910090336915,-0.7665916108103452,0.12199753676904299,1.291341350221,1.0,0.0,1.0,0.0,0
2718,0.13946678283027714,0.8927486010423473,-0.23600252565671395,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
2719,0.13946678283027714,-0.647481766992276,-0.23600252565671395,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,0
2720,-0.24069026646284564,0.5076910090336915,-0.23600252565671395,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
2721,0.13946678283027714,1.2778061930510032,0.8251756446505486,0.6130237671225007,1.6603839838675871,1.0,0.0,1.0,0.0,0
2723,-0.24069026646284564,1.2778061930510032,1.35576472980418,-0.6145418087611437,0.9222987165744131,1.0,0.0,1.0,0.0,0
2725,-0.6208473157559684,-0.647481766992276,-0.23600252565671395,1.3495631126526875,1.6603839838675871,1.0,0.0,1.0,0.0,0
2728,-0.6208473157559684,0.8927486010423473,0.2945865594969173,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2730,0.13946678283027714,-0.2624241749836202,0.2945865594969173,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2733,-1.0010043650490912,0.5076910090336915,0.2945865594969173,-0.6145418087611437,1.6603839838675871,1.0,0.0,1.0,0.0,0
2734,2.4204090785890138,-1.0325393590009317,-1.8277697811176077,-1.1055680391146014,-2.0300423525982834,0.0,1.0,0.0,1.0,1
2735,-1.0010043650490912,-1.0325393590009317,-0.23600252565671395,0.12199753676904299,0.9222987165744131,1.0,0.0,1.0,0.0,0
2737,0.5196238321233999,-0.647481766992276,0.8251756446505486,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2740,-1.0010043650490912,1.2778061930510032,0.2945865594969173,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2742,1.2799379307096455,-1.8026545430182435,-0.7665916108103452,-1.1055680391146014,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2745,0.13946678283027714,1.2778061930510032,-0.7665916108103452,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2747,0.13946678283027714,0.8927486010423473,-0.7665916108103452,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2750,-1.0010043650490912,0.12263341702503563,1.35576472980418,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2751,2.8005661278821368,-1.8026545430182435,-2.358358866271239,-1.5965942694680593,-2.0300423525982834,0.0,1.0,0.0,1.0,0
2754,0.13946678283027714,-1.0325393590009317,-0.7665916108103452,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
2756,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
2760,2.4204090785890138,-1.8026545430182435,-0.7665916108103452,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2761,0.13946678283027714,1.2778061930510032,0.8251756446505486,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
2762,-1.0010043650490912,-0.2624241749836202,1.35576472980418,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2763,2.0402520292958912,-1.8026545430182435,-1.2971806959639764,-2.087620499821517,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2764,2.0402520292958912,-1.0325393590009317,-1.2971806959639764,-2.087620499821517,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2766,-0.24069026646284564,-0.2624241749836202,1.35576472980418,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2772,0.13946678283027714,1.2778061930510032,-0.23600252565671395,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
2777,-0.6208473157559684,0.5076910090336915,-0.23600252565671395,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
2778,2.0402520292958912,-0.647481766992276,-1.2971806959639764,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
2780,0.13946678283027714,-0.2624241749836202,-0.23600252565671395,0.36751065194577187,1.6603839838675871,1.0,0.0,1.0,0.0,0
2781,-1.0010043650490912,-1.4175969510095876,0.2945865594969173,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2787,1.2799379307096455,-1.4175969510095876,-1.2971806959639764,-0.6145418087611437,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2788,-0.24069026646284564,-0.647481766992276,-0.23600252565671395,0.12199753676904299,1.291341350221,1.0,0.0,1.0,0.0,0
2789,-0.24069026646284564,0.5076910090336915,0.8251756446505486,1.3495631126526875,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2790,0.13946678283027714,-0.647481766992276,0.8251756446505486,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2791,-1.0010043650490912,0.5076910090336915,1.35576472980418,1.1040499974759586,1.6603839838675871,1.0,0.0,1.0,0.0,0
2792,-0.6208473157559684,-0.647481766992276,0.8251756446505486,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2793,0.13946678283027714,0.12263341702503563,-0.7665916108103452,1.3495631126526875,0.9222987165744131,1.0,0.0,1.0,0.0,0
2796,-1.0010043650490912,0.8927486010423473,-0.23600252565671395,-1.1055680391146014,-0.18482918436534815,1.0,0.0,1.0,0.0,0
2797,-1.0010043650490912,0.8927486010423473,-0.7665916108103452,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
2798,2.0402520292958912,-1.0325393590009317,-1.8277697811176077,-1.5965942694680593,-1.6609997189516963,0.0,1.0,0.0,1.0,1
2800,-0.6208473157559684,1.2778061930510032,0.2945865594969173,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2802,-0.6208473157559684,0.8927486010423473,0.8251756446505486,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
2806,0.13946678283027714,-0.2624241749836202,-0.7665916108103452,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2807,-0.6208473157559684,1.2778061930510032,0.8251756446505486,0.12199753676904299,1.291341350221,1.0,0.0,1.0,0.0,0
2810,0.13946678283027714,0.5076910090336915,-0.23600252565671395,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
2815,-1.0010043650490912,0.5076910090336915,0.8251756446505486,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
2817,-0.6208473157559684,1.2778061930510032,0.8251756446505486,-0.1235155784076859,-0.5538718180119352,1.0,0.0,1.0,0.0,0
2818,2.0402520292958912,-1.4175969510095876,-1.2971806959639764,-1.3510811542913304,-0.9229144516585223,0.0,1.0,0.0,1.0,1
2820,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,-1.1055680391146014,1.291341350221,1.0,0.0,1.0,0.0,0
2821,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
2822,-0.6208473157559684,1.2778061930510032,-0.23600252565671395,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
2824,0.13946678283027714,-0.2624241749836202,-0.7665916108103452,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
2825,-1.0010043650490912,0.5076910090336915,0.8251756446505486,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
